#,sinhala,1
grō,ග්‍රෝ,611
trō,ත්‍රෝ,612
drō,ද්‍රෝ,613
brō,බ්‍රෝ,614
kkō,ක‍්කෝ,615
kyo,ක්‍යො,616
kro,ක්‍රො,617
gro,ග්‍රො,618
tro,ත්‍රො,619
dro,ද්‍රො,620
bro,බ්‍රො,621
kko,ක‍්කො,622
kyī,ක්‍යී,623
krī,ක්‍රී,624
grī,ග්‍රී,625
trī,ත්‍රී,626
drī,ද්‍රී,627
brī,බ්‍රී,628
kkī,ක‍්කී,629
kyi,ක්‍යි,630
kri,ක්‍රි,631
gri,ග්‍රි,632
tri,ත්‍රි,633
dri,ද්‍රි,634
bri,බ්‍රි,635
kki,ක‍්කි,636
kyē,ක්‍යේ,637
krē,ක්‍රේ,638
grē,ග්‍රේ,639
trē,ත්‍රේ,640
drē,ද්‍රේ,641
brē,බ්‍රේ,642
kkē,ක‍්කේ,643
kye,ක්‍යෙ,644
kre,ක්‍රෙ,645
gre,ග්‍රෙ,646
tre,ත්‍රෙ,647
dre,ද්‍රෙ,648
bre,බ්‍රෙ,649
kke,ක‍්කෙ,650
kyā,ක්‍යා,651
krā,ක්‍රා,652
grā,ග්‍රා,653
trā,ත්‍රා,654
drā,ද්‍රා,655
brā,බ්‍රා,656
kkā,ක‍්කා,657
kya,ක්‍ය,658
gya,ග්‍ය,659
ṅya,ඞ්‍ය,660
cya,ච්‍ය,661
jya,ජ්‍ය,662
ñya,ඤ්‍ය,663
ṭya,ට්‍ය,664
ḍya,ඩ්‍ය,665
ṇya,ණ්‍ය,666
tya,ත්‍ය,667
dya,ද්‍ය,668
nya,න්‍ය,669
pya,ප්‍ය,670
bya,බ්‍ය,671
mya,ම්‍ය,672
lya,ල්‍ය,673
vya,ව්‍ය,674
sya,ස්‍ය,675
hya,හ්‍ය,676
ḷya,ළ්‍ය,677
yuṃ,‍යුං,678
ruṃ,‍රුං,679
kvū,ක්වූ,680
ṅkū,ඞ්කූ,681
ṅgū,ඞ්ගූ,682
ccū,ච්චූ,683
jjū,ජ්ජූ,684
ñcū,ඤ්චූ,685
