58386,lakuṇḍakatta,.n:base.,.nt.,,,83548,akuṇḍaka+tta,,1,100,12,pm,cm
58387,laḷana,.n:base.,.nt.,,,83564,aḷa+yu,,1,100,6,pm,cm
58388,lālappana,.n:base.,.nt.$.f.,,,83574,ālapa+yu,,1,100,9,pm,cm
58389,lālappanadukkha,.n:base.,.nt.,,,83575,ālappana+dukkha,,1,100,15,pm,cm
58390,laḷitaka,.n:base.,.nt.,,,83596,aḷita+ka,,1,100,8,pm,cm
58391,lāmajja,.n:base.,.nt.,,,83604,ā+majjā,,1,100,7,pm,cm
58392,lāmajjaka,.n:base.,.nt.,,,83605,ā+majjā+ka,,1,100,9,pm,cm
58393,lāmaka,.n:base.,.nt.,,,83607,āmaka+tta,,1,100,6,pm,cm
58394,lāmakabhatta,.n:base.,.nt.,,,83608,āmaka+bhatta,,1,100,12,pm,cm
58395,lāmakadhañña,.n:base.,.nt.,,,83615,āmaka+dhañña,,1,100,12,pm,cm
58396,lāmakadhaññasittha,.n:base.,.nt.,,,83616,āmakadhañña+sittha,,1,100,18,pm,cm
58397,lāmakādhivacana,.n:base.,.nt.,,,83617,āmaka+adhivacana,,1,100,15,pm,cm
58398,lāmakajīvita,.n:base.,.nt.,,,83620,āmaka+jīvi,,1,100,12,pm,cm
58399,lāmakakamma,.n:base.,.nt.,,,83622,āmaka+kamma,,1,100,11,pm,cm
58400,lāmakakatakāraṇa,.n:base.,.nt.,,,83625,āmaka+kata+kāraṇa,,1,100,16,pm,cm
58401,lāmakakula,.n:base.,.nt.,,,83627,āmaka+kula,,1,100,10,pm,cm
58402,lāmakasenāsana,.n:base.,.nt.,,,83645,āmaka+senāsana,,1,100,14,pm,cm
58403,lāmañja,.n:base.,.nt.,,,83653,ā+majjā,,1,100,7,pm,cm
58404,lāmañjaka,.n:base.,.nt.,,,83655,ā+majjā+ka,,1,100,9,pm,cm
58405,lambakadāma,.n:base.,.nt.,,,83661,ambaka+dāma,,1,100,11,pm,cm
58406,lambana,.n:base.,.nt.,,,83666,abi+yu,,1,100,7,pm,cm
58407,lambhana,.n:base.,.nt.,,,83678,abhi+yu,,1,100,8,pm,cm
58408,lambika,.n:base.,.nt.,,,83682,ambila-,,1,100,7,pm,cm
58409,lambila,.n:base.,.nt.,,,83683,madhura+ambila,,1,100,7,pm,cm
58410,lambīvatthu,.n:base.,.nt.,,,83691,ambī+vatthu,,1,100,11,pm,cm
58411,lāna,.n:base.,.nt.,,,83692,ā+yu,,1,100,4,pm,cm
58412,lañchana,.n:base.,.nt.,,,83694,achi=lañcha+yu,,1,100,8,pm,cm
58413,laṅgana,.n:base.,.nt.,,,83717,agi+yu,,1,100,7,pm,cm
58414,laṅghana,.n:base.,.nt.$.f.,,,83724,aghi+yu,,1,100,8,pm,cm
